Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
82119,B001G0N5RS,AJZ9KGZF34A1E,Renee010,11,11,5,1259452800,Excellent ginger,"This ginger is very tasty on its own, with sushi, and with any seafood. I signed up for the Subscribe and Save program for this item, which gives 15% off the price and allows you to choose how often you want to receive the product (no obligation, no shipping charges.) Initially, I indicated 6 months, but my daughter and I ran out of it in a little more than a month, so I changed the order to be delivered every month. In addition, there is a promotion until March 31, 2010, which allows you to save an additional 10% (bringing it to 25% off) if you use the promo code ROLAND77"
221139,B005G6NLUO,A1UQBFCERIP7VJ,Margaret Picky,0,0,4,1338595200,illy issimo caff&egrave;,"Illy issimo caff&egrave; Italian espresso style coffee drink is a 6.8 fl. oz. (200 ml) blast of sweetened caffeine in a can.<br /><br />1930s Italy under the rule of Mussolini greatly contributed to the development of modern coffee culture, improved coffee-making, and new types of coffee-making equipment. The Horn of Africa (where coffee originated) was under Italian colonization and companies such as illy and Bialetti were founded.<br /><br />In that tradition, this drink is now made in Denmark under the issimo brand from illy and distributed in the U.S. by Coca-Cola.<br /><br />This canned cappuccino has a slightly bitter dark roast coffee taste with the right amount of sugar and a pleasant mouthfeel. It's not as good as freshly made espresso but it's not bad at all. I do prefer the <a href=""http://www.amazon.com/gp/product/B002IEVJRY"">illy issimo cappucino</a> as a treat."
275749,B000TO7U64,A2OLG0I8Q1SGJE,A. Kneale,0,0,5,1346630400,Medifast Magic,I purchased this syrup based on customer reviews and I have to agree - this is great stuff! I used it on my Medifast pancakes this morning and was 100% satisfied with the texture and taste. I'm extremely sensitive to the sugar-free aftertaste that so many low calorie products have and this didn't bother me at all. I really don't think I'll use any other pancake syrup in the future. Thank you Walden Foods!
86139,B000084E6V,AT4KWC45KUTNV,Abcdef,0,0,3,1324944000,Not made for large dogs that love to chew,Our boxer had chewed the nubs off within 5 minutes. Loved to toss it around but not safe! Hits the tile floor very loud as well!
155385,B000GAT6NG,A2J6L606U6U8EO,Mrs. Bigfoot,0,0,5,1227225600,Wonderful Stuff,Tastes and smells so good.  I've used it in place of butter or shortening. Also a great skin care product.
456114,B003DVVDHW,ALEF63UP5SUA4,ca,0,0,5,1325030400,Nevella,absolutely no after taste as a sugar substitute.  I have tried so many other substitutes.  I live in the Boston area and this product is not available in retail stores.  My option was to purchase it on Amazon.com.
21404,B002QWP89S,A3F2RDTAZ3QKL3,doggy,0,0,5,1294531200,"son excelentes, les encantan a mis perritos y le mantienen el aliento fresco. llegaron a tiempo y en perfecto estado.","Son excelentes, les encantan a mis perritos y le mantienen el aliento fresco. llegaron a tiempo y en perfecto estado. estoy satisfecha con el producto y el envio."
72771,B001ET5Y52,A1ZIX3J7TUO8D,Abby Simons,3,3,5,1297728000,Simply delicious!  I can't believe it!,"I've tried to like prunes before.  I love dried fruit and prunes have a certain reputation.  These prunes and gooey, and sweet and actually delicious.  Good prunes apparently have a delicious and complicated flavor, are slightly tangy and sweet.  I was just sitting down to eat a couple, and I ate five!  I hope nothing terrible happens!  I imagine if you like prunes, you will love these and if you WANT to like prunes... well... you will love these!"
74702,B0026RQTGE,A10D02RQH2SRC6,B. J. McClain,0,0,5,1348272000,love my litttle dogs,My little ones love their teenie greenies. It is so easy to order them from Amazon. Greenies are recomendid by my vet to help keep my dachshunds teeth clean and healthy.
361193,B000H0ZJIG,A3C93KN62G8EWQ,"sally jane kyper ""dog lover""",0,0,5,1218931200,very pleased with mini naturals,"the only dog treat i will use in the future--only 2 calories each, healthy and my picdog loves them"
506555,B000IN0EV4,AZJLMAKG5FY72,Ladislav Nemec,0,3,1,1326499200,"did not touch them, yet",They look OK in their plastic bags and I hope they will last. For how long? Do they have expiration date? I better check.
230630,B007PA32OE,A37HHDBS8F7BEH,amashop,0,0,4,1335484800,Best choice so far,"Best choice so far<br /><br />We have tried several options but this was our choice, based on taste and smell. Is hard to resist to stay away when brew this coffee in the morning.<br />Recommend this product."
87447,B000LULFJ4,A1347W9T02BVXF,"Mike Ramsey ""Mike R.""",8,8,5,1175212800,Very nice...,"This is a very versatile spice and it does add a smoky flavor.  The spice is quality and isnt clumpy or anything like that.  I ordered it because I wanted to make one specific recipe (swiss steak - alton brown), but have experimented on my own where I might want to impart a slight smoky flavor.  Must have in my spice rack from now on."
366289,B000E7WM14,A175N19FS2B4J,Lisa M. Mims,0,0,5,1308960000,Gluten-Free!!! A Little Goes a Long Way,"Searingly yummy and gluten-free.  For a fast, cheap gluten-free, pescatarian lunch:<br /><br />Ingredients:<br /><br />small package rice noodles<br /><br />1 tsp oil<br /><br />1 tsp fish sauce<br /><br />2 tablespoons coconut oil<br /><br />1/4 teaspoon of one packet curry paste (Note that there are several packets of this spice sauce in each box.)<br /><br />1/4 cup some kind of frozen vegetable.  If you use a bean of some kind, this recipe is a complete protein.<br /><br />Directions:<br /><br />Put the rice noodles in a microwave-safe bowl with at least a two-cup capacity.  Cover the noodles with water.  Microwave for three minutes on, ""High"".  Carefully, take the rice noodles out of the microwave and set aside.  Cook the frozen vegetables in a separate microwave-safe bowl for three to four minutes on ""High"".  Then, add the vegetables, oil, fish sauce to the rice noodles and mix well.<br /><br />Wow. Very filling and very, very good. Yum, yum, yum, yum."
525407,B005GXI7RE,A1OCZE511V11O4,"Debbie ""&#34;Natural&#34; mom""",0,0,5,1348012800,Great natural coconut water! Taste great!!,"This is a great hydrating product, that's 100% natural. You can find it cheaper at Vitacost, with free s/h over $49. Just a FYI."
60648,B003QNJYXM,A31WDVCY763OAB,"paranoidxe ""paranoidxe""",1,2,3,1308441600,Sometimes works sometimes doesn't and it's overpriced,"I remember when this product came to the market, it was dirt cheap at your local gas station. Now that the product has taken off the price has also taken off, it is easily twice as much as it used to be. For the price these things just aren't worth it. You can find alternatives that are just as convenient and work just as well for cheaper.<br /><br />As for the product experience its a mixed bag for me. Sometimes it would wake me up and other times it seemed to be more on the sedating side than the stimulating side. When it did work it was nice and smooth but did not overstimulate me like some other energy supplements/drinks do, I mean who wants the jitters and that nervous feeling in your gut? These did not disappoint when it did work.<br /><br />Positives<br />- convenient<br />- doesn't overstimulate (obviously will if you over do it)<br />- smooth come down<br />- works fast<br /><br />Negatives<br />- varied results, sometimes it works sometimes it doesn't<br />- price to benefit ratio isn't that great, in other words they are expensive for what you get..they are like the red bull of energy shots, they may work but they are overpriced for what they are and there are better alternatives out there.<br /><br />Recommendation? If you have some patience when it comes to energy products then pills have the best price to performance ratio, I recommend iSatori Energize or Energy NOW products.<br /><br />If you want something that works faster than pills then I recommend getting the drink mix called ""deton8"" they sell them at Kroger (Smiths) stores and at $2.50-$3 for 10 packets its far cheaper than buying these and works just as well in my opinion."
561794,B000FF5TDS,A118T2O9BIVCAX,"Barbara S. Verduin ""Barbara V""",1,1,5,1256774400,"Wonderful ""champagne"" wafers",This wafer/cracker is great for snacks with a bit of cheese or shrimp on it. Just enough seasonings as not to be overpowering and just enough blandness as to not make the cracker boring. Right texture and not crumbly. Love it!
97,B0019CW0HE,A18AAABCIJKC5Q,Rhiever,0,0,5,1303776000,Great dog food,"My 1-1/2 year old basenji/jack russell mix loves this dog food. He's been noticeably healthier and more energetic since I switched him over from the standard dog foods earlier this year. Despite the higher cost of natural dog foods, I find that he eats significantly less of the Natural Balance dog foods and still stays happy and full. On the normal dog foods, he'd eat up to 3 cups of dog food a day (the recommended serving for his size), whereas he only eats about 1 cup to 1-1/2 cup of the Natural Balance dog food a day. When you take this into account, you're actually getting more ""bang for your buck"" with the natural dog foods since you don't have to buy as much to last just as long as the normal dog foods... and a healthier, happier dog, to boot! Add in the fact that you can get free, 2-day shipping with Amazon Prime... I'm sold!!"
291179,B000GAWH4G,ABLXFZDC71O7E,Rachel,1,1,5,1334620800,Pure vanilla - richest flavored vanilla I've found!,"This vanilla is fantastic and a great value!  If you're an enthusiast for ""pure vanilla"" as I am, you've likely tried many.  People often push Mexican vanillas on me, as though they're the best, when they're rarely even pure vanilla. Pure vanilla is more expensive than the artificial stuff, but the sweetness, complexity of flavor, and general warm, home-baked goodness of your baked goods will make them the envy of others.<br /><br />The vanilla I used before this one came from a spice store - and it's a very good vanilla, especially if you buy the double strength - but this vanilla has a little more complexity and I don't think you have to use twice as much to get double strength.  (I don't believe Nielsen-Massey sells a double strength.)  If a recipe calls for a teaspoon, just use a generous teaspoon and you'll have all the vanilla flavor of a double strength.  If you're concerned about thinning the sauce or whatever it is you're making, you can also use this company's vanilla paste, which is syrupy.  Just one caveat: that product has real vanilla bean in it, which means whatever you make will have small pieces of vanilla bean in it (like Breyer's ice cream that is made with vanilla bean in it - the pieces are so small you lose no creaminess in that ice cream or in anything you bake with this product - but you can see them in both of these separate products).<br /><br />Here's the bonus, though: this product sells for less than half of the price of the vanilla I used to get at the specialty spice shop, yet I've lost none of the rich vanilla flavor.  Wahoo!  I can't vouch for any of their other extracts, but the vanilla is amazing!"
310304,B008JKTH2A,A2UWJDLBDI1B7J,S. Jones,1,1,2,1289606400,"Too sticky, messy","The bar is a sticky mess inside a wrapper that can't be pulled away from the ""bar"".  The flavor is good, but much of the contents remain stuck to the wrapper.  If you do manage to pull the wrapping away, the contents sag and fall apart.  I have had other Kind bars and liked them, but will not buy this variety again."
225136,B001LNTY70,AL04XVI5P1UJ3,Carolina Casanueva,2,2,5,1275436800,Delicious with a punch!,"I became hooked on these tasty tidbits, but after a while, I couldn't find them at my local stores anymore.  I tried Amazon and found I could order them in packs of six.  While the price is a little higher than I'd like, that is overridden by the fact that I can indeed get them, and they are delivered right to my door.  Ordering two packs gives me free shipping, too. These almonds are delicious by themselves, but when mixed with dark chocolate, they become irresistible.  The yummy recipe goes like this: take two almonds and one Hershey's dark chocolate kiss.  Pop the two almonds in your mouth and chew a little. Then pop in the chocolate kiss and chew, mixing the two together.  Sheer bliss!  I've become addicted and don't know what I'd do if these flavored almonds ever become unavailable."
91168,B000P3ZJ2Q,A3HUC8541SJ6UT,"B. Junkin-Mills ""brookemom""",7,8,5,1091145600,Exceeded expectations,"With all the various Mothers/Stepmothers/In-laws, etc that I had to buy for on Mother's Day, I decided to order flowers through amazon, for ease.  It was a convenient way to send flowers to multiple recipients - and I just hoped that the flowers would look okay.  In fact I was thrilled that EVERYONE who received these tulips raved about them.  All recipients stated that the flowers were expertly packed, very fresh, beautiful, and lasted a long time.  I will use pro-flowers (via amazon) for all future flower purchases."
411109,B002VZWFZU,A8HYBM6C6R21I,acrock,0,0,5,1350777600,Amazon Odell's popcorn butter,We have been buying Odell's Popcorn Butter for many years and absolutely love it. We originally tasted it back in the 70's when the Sears stores used to sell popcorn and we would stop by there every day after work to get loads of Odell's Butter on top of the popcorn. I asked Sears where they got their popcorn butter and they told me. We've been buying it ever since. By the way; my husband is a chef and he uses it in his cooking all the time. It is fabulous.
337817,B0012UG416,A19LEEEG3AM71T,happy cupcake,0,1,2,1332806400,inconsistent & sad,"not so good. half skinny, all stinky. too bad costco stopped selling their 12 in a pack 12"" super thick nearly 3/4"" for $19 a bag. totally worth it. & importantly NOT STINKY! my little 7lb pupp devoured the bag with no problem taking her 5 months. these skinny new bag won't last too long. call your local costco and demand that they bring it back"
446570,B0017ZBT6Q,AEB3MJFSS0P1Q,EMD,2,3,1,1282867200,Disappointed,"I love these cookies, but I am very disappointed at Amazon. I bought 2oz package (Pack of 32) and chose Two-Day Shipping. When I got the cookies I found out the expiration date is coming soon. Only ""23 days"" left. The label is AB091910. If my understanding of expiration date is correct. Can Amazon sell food to people like this??  I even have no right to return it. Very disappointed!!"
299564,B00142BX68,A1C9CBBTVEMFG,Jay Dee,1,1,4,1309564800,Good,"I bought this because I heard about the benefits of Sage tea. I got used to the taste pretty quickly and love to pour it in a glass of ice to enjoy during the summer days.<br /><br />I took a star off because I've been drinking it for several weeks and I'm not seeing the work of benefits that is claimed of Sage tea (but then, I've always believed that you lose some benefits when the teas are in bags as opposed to still being in leaf form?)."
144642,B000CQUASO,A1I5CATDG6B7T0,"T. Quijas ""Tam""",3,4,5,1250121600,A staple during the coldest seasons,"Gluhwein is a staple in Germany during the cold months.  Freshly brewed, steaming hot, the blend of spices and warm wine invigorates the entire body.  This spice blend, once blended, is as close as you can get to strolling down ancient streets in quaint European towns and savoring the holiday season."
90376,B000CRIBCA,AYNCLI3P7TE5T,larktvl,0,0,5,1337817600,thinkthin,"Loved them, how can I order them again at the same price?<br /><br />Enjoyed them very much and shared them with my family.<br /><br />Who  is also interested in purchasing the Think Thin<br /><br />products."
369004,B001D0DMMY,AQWGB8FKA4PTY,tapper23,0,1,5,1344297600,Very tasty and healty...,I really enjoyed this flavor. I bought them to take on a road trip and it really hit the spot. A great price and brand.
15241,B00503DP0O,A3CIHP9FFPE9I3,"Susan McIntyre ""Susan McIntyre""",2,5,2,1312502400,I would not buy it,"There is no one with celiac or gluten intolerance or lactose intolerance in my family, so I cannot really speak for the value of this product for them.  As for me, I don't think this is worth the money.<br /><br />Here are my test results:<br /><br />My 2 year old grandson loved them.  The 6 year old rejected them handily.<br />I only tasted them lightly for reasons I will list below.<br />They are gluten free and non dairy if you need that.<br />They contain organic ingredients if that is what you are looking for<br /><br />But:<br />They have 8 g of sugars and these sugars are very heavy on the fructose.  Both agave and coconut sugars are 60 to 90% fructose.  Now, I choose not to argue with anybody who wants to defend fructose.  I am fructose intolerant so I dare not to even try eating these because of that.  I have read a lot of scientific literature about fructose and I have my opinions and the corn council has theirs.<br />They have 180 calories per 40 gram serving which is too much for a snack for my purposes.  Yes, eating half would be only 90 calories, but half is barely a bite.<br /><br />Here is the kicker:  they have only 2 g of protein per serving so they would not be a good exchange for a meal.<br /><br />I tend to buy a far cheaper store brand version of Quaker oats granola bars. Ounce for ounce they have about the same amount of sugar and fat, far less saturated fat, and about the same number of calories, except they come in smaller 100 calorie packages so I only eat that one. I find them filling enough to be satisfying. The grandsons love them and everybody is happy."
137670,B000CQE3HS,A2EW5RPS75SHYL,Chuck,3,5,1,1275436800,Save your money,In May of 2010 I ordered a box of Slim Jims original flavor 100 count .28 oz.<br />I opened one up and took a bite expecting a really tasty snack but as hard as I tried I just couldn't chew it.<br />It was like shoe leather. After 2 minutes of chewing I spit it out. I packed up the box and sent it back.<br />Amazon was kind enough to refund my money.<br />Next time order the Jacks Links Original .5 oz X Sticks and you can't go wrong.<br />Chuck.<br />PS: Thanks to Amazon for there customer care.
151556,B000EM6PVW,A3J8J5GXCE18V6,Lori J. Pekas,0,0,5,1272240000,"""mmmmmm good!""",Lipton Ringo Noodle soup is the best packaged soup on the market for children and grown-ups alike! My granddaughters ask for it whenever they visit me. It doesn't irritate their throats like some packaged chicken noodle soups do. I will continue to purchase it as long as it remains available.
323873,B002GWMEK4,A389KK46AH771B,drfugawe,3,3,5,1328140800,Makes My Mornings Meaningful,"Over the past several years, we've been buying our coffee through Amazon's Subscription Program, and although we still think that's a super way to get coffee, we've been forced to change our chosen coffee many times because the prices have simply gone nuts - each time we found a nice coffee, eventually its price would climb 25 or 35% causing us to reconsider our choice.  So we'd look for another one that had not yet reached such lofty heights.  Our most recent shift brought us to this French Roast Peruvian coffee.  We've never before had Peruvian coffee, but hey, why not?<br /><br />I'm not going to tell you that this is the best stuff I've ever had in my mouth - but I will say that it pleases most of my 'coffee taste buds' and makes my mornings happy.  It may come up a little short on richness and depth, and frankly, I don't think its roasted dark enough for a French roast - but for my taste, it makes up for those weaknesses with its price - it's a quality coffee at a low end price - so what's not to like?"
123771,B000ILA3FS,A2FUUYKPZ3WYRU,M. Pesesky,16,18,3,1196985600,Not good with an air popper.,"This popcorn is not good with an air popper, because the kernels are too light."
363143,B0000D16HU,A28GFJ7BZ9619R,"H. Saul ""jas fan""",3,4,4,1286755200,"Good, but...","I like this but it has the following problems - a strangely bright orange color, rather than the darker color<br />of Indian brands; very, very sweet; way to chunky."
202770,B0089SPEM4,A1CACZZ992JTKD,A. Mon-kay,1,2,5,1327363200,This tea made me single,"My ex is trying to sue this tea for alienation of affection.  I the day I received my first box, I dumped my significant other and never looked back.  The tea is hot, sweet enough to make me smile, and spicy enough so that I don't get bored.  When I want it, it's ready in 30 seconds, and I don't have to bob anything up and down to get it strong enough.  It's all wrapped up safe and secure for one use, and there's no mess left over.  Who could ask for anything more?"
466876,B0015MY6PC,A3PKIEHWSWN4JF,"Marie Banks ""PuffinKisses""",1,4,2,1255910400,"MEH, totally",Its 1 package of 24 for over 15$. WASTE OF $ for me. I'll never buy this again.
498267,B0030VBPN2,A2IXK6L302O7XI,Kathryn Douglas,1,1,5,1335225600,Happy Tots,"This Happy Baby pouch is wonderful for both my young children.(approx 1 and 3)  I use it frequently for quick snacks on the go.  I try not to use it as a replacement for my 10 month old experiencing real food textures - but it's hard b/c he loves them so!!  This is our favored flavor of all the pouches(plum organics, elles kitchen, etc).  It is sweet, but not any sweeter than a plain ol banana!!"
282786,B000G6TNLA,A3O1NRSXVJJ3SP,"K-sound Krew. ""K-sound Krew""",0,0,1,1347235200,false advertising,"bought a jar of this at a specialty store<br />Ate half the jar with my wife, it's not even a little bit hot<br />after half a jar and no drink I only had a slight numbness on my tongue, which faded as soon as I took a sip of drink<br />Taste was just ok, I found it just a bit too sour<br />With a name like ""salsa from hell: beyond hot"" it's straight up false advertising<br />don't bother"
187151,B001SIY414,A1RTUXC9W70SIF,S. Guffey,0,0,5,1242950400,The Best,"This is the best beef jerky that I have found (aside from and elderly man that sells his homemade jerky once a year from a road-side stand). This is exactly what I want in a jerky. Sweet and Spicy. The texture is not too dry, which is a problem I find with a lot of jerkies. All around, a wonderful product!"
385578,B000RC4188,A37NODCIL8PP75,"Jeannette Belliveau ""Author, Writer, Editor, ...",0,0,5,1344124800,"Spectacular favor, giving it to all my friends, but a bit pricey","The flavor here is a winner, with appealing notes of citrus that provide a refreshing and exhilarating flavor. I'm not a tea connoisseur by any stretch -- I'm fine with Lipton even if it's on sale -- but even I can tell this is really special. As good as it is hot, it also makes a delicious sun tea, with three bags in a repurposed jug from<a href=""http://www.amazon.com/gp/product/B00556L9SQ"">Arizona Sun Brewed Style Iced Tea with Lemon Flavor 128 oz</a>. Chill and enjoy.<br /><br />I'm sharing little clusters of one to three bags with family and friends because I think it's that good.<br /><br />Hope Amazon.com considers lowering the price especially if it's double what other reviewers have noted at grocery stores."
329051,B003VXHGE6,A1YRMZSCQJC6BL,"B. R. Feldan ""Gucciholly""",0,0,5,1323302400,"Wolfgan Puck Coffee,Breakfast in Bed K-cups",I find this particular brand as good as the local coffee shop coffee (D.D.) which is a compliment to the maker. I have made this particular brand my #1 choice.
471571,B000LKV05S,A1YUL9PCJR3JTY,"O. Brown ""Ms. O. Khannah-Brown""",1,1,5,1310515200,Perfect Dark Chocolate Experience for Lavender Lovers,"*****<br />Well, this is MY dark chocolate. Creamy, lavender-y---absolutely perfect! You don't really taste the blueberries per se, as they just set off the lavender, which is subtle and perfect. This is Dagoba and organic chocolate at its best. Not only is it incredibly pleasurable to eat this bar---it's good for you as well, full of anti-oxidants. I'm thrilled that Amazon offers them so affordably in a twelve pack. If you enjoy dark chocolate, you will NOT be disappointed.<br /><br />Highly recommended.<br />*****"
314559,B007PA32KI,A35H8JFSHVF7JR,Bren,0,0,5,1349308800,"Green Mt Keurig, Half Caf","Flavor is fairly good. I got this because sometimes full caf, regular coffee is too much. This works great and I don't get the over-caffinated feeling.  Will definately buy again."
77780,B001LG940E,A31RULW0KNYJ5H,LA,0,1,2,1235779200,Not worth 130 calories,"Switch is a lightly carbonated beverage that claims ""100% of what you want 0% of what you don't."" Unfortunately, I count calories, and I don't want 130 calories for something that tastes like a slightly fizzy apple juice drink. The flavor was supposed to be black cherry, but it tasted strongly of apple juice which makes sense since it's one of its main ingredients.<br /><br />I simply don't see myself ""switch""-ing to this drink rather than my diet black cherry (or diet cherry cola) soda. If I want to drink a vitamin drink, then I turn to Emergen-C which is much lower in calories and packs a huge vitamin wallop. It also adds a carbonated feel to juice products when I choose one of those. So, unlike the advertising, I did not find Switch to be ""the perfect balance between JUICE and CARBONATION."""
248832,B0014APGBI,A3MK5HSPEK8BPY,Loretta Collins,2,2,5,1259971200,Tasty & Good for You,"Love the taste of this tea.  It is an added bonus that it is herbal.  Throat Comfort is especially soothing for the ubiquitous sore throat, but also if you are a singer.  I just happened upon it, but most of my friends were already drinking it.<br />It's good cold too."
379637,B005GBIXZM,A32XGYDA14KT13,"Sharon S. Walker ""BookLoverAzleTexas""",0,2,1,1317859200,what a strange idea,"Well when I ordered this product for my dogs I had high hopes that this would be something that they might like.  The concept is that the product looks like a deodorant roll on...if you remember those.  You take the top off, and then there is a roll over which the gravy-like product is dispensed.  The gravy is thick and difficult to get to start dispensing.  Once it does start coming out of the sides of the roller ball, the process of it coming out is inconsistent.  Sometimes it comes out slowly,  then sometimes you have to shake the bottle a  good bit to encourage the gravy to come out around the roll.  This usually means that you are having to futz around with this dog treat much more than you would like to have to.  The dogs also got a little discouraged with the process as well.  They would actually walk off and give up on me with a frustrated look on their face as if to say that this was hardly worth it."
102808,B0061PPLYI,A3MQGRLSHOD27T,Berryjazzy,0,0,5,1347408000,Nylabone Galileo dog bone (Souper),Another great powerful chewer dog toy from Nylabone! They try but they cannot destroy these TOUGH dog chew bones! There are very few things out there that I can buy knowing they will last for some time.
178069,B004YV81MU,A11AVERPSFJHY0,Thomas Avinger,3,3,1,1312416000,Awful,I've had the Nacho and beef. They were great. This tastes like an old salad bar mixed with butt. It is terrible. Enjoy the other flavors though!
296333,B000VKADSS,A31IA1XUON77SH,"Catherine J. Garbus ""ceejay""",4,4,5,1218931200,my cats love this,normally my cats will not eat healthy cat food .. and normally they cry for wet food but since i started with the newman's dry food we have no problems  they even turn their noses up at wet food now
296604,B0014GM4US,A2124DR3G1NOLD,Cake Smitten,6,6,5,1255392000,Speedy Delivery,I got this product on time and it was packaged just as described. This cinnamon had a wonderful aroma and it is really a lot for a home cook..I am happy with my purchase.
547153,B000CFQ51Q,A2RGPO7OK492XR,"Gene D. Sittenfield ""sallywally""",1,1,5,1236470400,Good to keep around.,"I can't reliably find polenta in the stores here, so this has been a good thing to order online.  Like the flavor, texture, and price of this product."
520496,B007TJGZ18,A1SGQBERP2NVVN,"Joyce Love ""Jo""",0,0,4,1312934400,Strong and bold and smooth,"The Green Mountain Double Black Diamond Coffee is smooth even though quite strong. I run one cup  through my Keureg Brewer twice, first 10 oz then 6 oz. The coffee is strong enough to do this and it fills my largest mug and the coffee is then ""just right"" for me."
117391,B001EO65QY,AY54QSGO3KWEM,Legalsea,1,1,5,1295481600,Super stuff!,"I will add my kudos. When I opened my first bottle I was not really expecting much. Instead, I was greated by a delicous aroma, followed by a taste of wonderfully sweet, vanilla agave. As the other reviewers noted, this is not just agave syrup with some vanilla extract tossed in: you can see the specks of vanilla bean. I quickly used it in my fat-free ice cream recipe: very good indeed! (next time, however, I will use only the vanilla agave, and ignore putting in any vanilla extract which causes some bitter after-taste).<br /><br />I have given five stars to all three products made by this company. Check out the chocoagave and the 'bold roast' chocoagave."
144372,B0002NVKY0,A1WJ8U24MI7RUZ,"B. Goldstein ""Brian Goldstein""",8,8,4,1187827200,Good 'shrooms,"Nice big pieces, flavorful, and absolutely clean. I would buy this product again, especially since it's a lot cheaper than the porcini's in my local grocery. It takes about 20 minutes to rehydrate."
425696,B0034EDMLI,A19WRBUAM7121V,J. Paul,0,0,5,1297036800,I like them,"They are what they say they are, nutritious and tasty.  They are on the sweet side, which I like, and they you can taste the coconut, honey and almonds.  I like the crunch and again, this is cheaper for me to buy here then seperately at the three different stores I buy my gluten/dairy free foods."
198388,B000X2NEGC,A1DAHEMI1GJX3O,Virginia I. Labella,2,2,5,1260144000,The real deal,"My husband and I first purchased this exact same vinegar at the factory/shop in Castelvetro di Modena, the tiny town in Italy where the vinegar is made. We were able to taste the various grades (ages) of vinegar right there in the shop, and this ""mid-grade"" version was actually our favorite. Back home, when we were near the end of the bottle, I researched online to see if I could find the same vinegar, as we were spoiled and knew that now no other balsamic would substitute. I was overjoyed to find it was available via Amazon! This vinegar is a perfect balance of sweet and sour. The maker described it as ""everyday"" meaning the one you would use for salads and such. It is not as sweet or thick as the older versions, but sweeter and thicker than standard versions typically available in US supermarkets. I like to give house guests a taste test, starting with a tiny taste of a standard store brand that I previously thought was quite good, and then a taste of the La Vecchia Delspensa 10 yr. We also have a bottle of 20 yr from this maker, so I cap the taste test off with that. The differences between all three are dramatic. The store brand just doesn't compare at all. The 20 yr is syrupy and tastes of currents or raisins. To me, the 10 yr is ""just right""."
475776,B001CHJ09C,A3CX2FL74R87CF,"xLibris ""Florida rider""",1,1,5,1292803200,Excellent coffee!,"When I bought my Keurig Brewer for home use, I read just about every review for every type of coffee available before choosing Diedrich Morning Edition. My place of work has used Keurig brewers for a few years and keeps Green Mountain coffee on hand. I normally drink the Breakfast Blend, so that's all I knew. I was pleasantly surprised to find the Diedrich Morning Edition to be much, much better. More flavorful and less bitter. I love this coffee so much, I will probably drink it exclusively for as long as it remains available.<br /><br />Also, judging by the reviews I read, the extra bold varieties were supposed to be not so bold and rather weak. But after trying out some of the different varieties that came with my Keurig brewer, I can only assume that the people who said so are accustomed to drinking coffee that has soaked in its own grounds overnight. The extra bold roasts are so strong I can barely drink them. The regular roasts are just fine, thank you very much."
67235,B004JRXZKM,A1FDUBU5IDCJKV,Lisa,0,0,3,1325635200,Not bad for no calories,"The noodles smelled odd when I opened the bag. However, once rinsed and mixed with another dish they weren't bad at all. For no calories, they aren't bad at all."
223285,B0009R0626,ATNK182M3HPL0,Jan W.,1,1,5,1343174400,Snowy Want Want Crackers,"These crackers are great for a snack or as part of a meal.  They are not real sweet, but just enough so you don't feel deprived.  I love them.  Peanut butter, apple butter or cream cheese go wonderfully on these crackers.  What a treat!"
21799,B000KV61FC,A2HRGWAAMXYUS1,nycnic,1,1,3,1305504000,Great Toy but Not as Durable,"We got this for our 45lb dog and it occupied him for 30 minutes the first time we gave it to him. He had a little trouble getting a treat out. A miracle! However he is a smart dog and quickly learned how it worked. A scoop of food that used to last him 20+ minutes now only lasted him 10 minutes. Unfortunately after a couple of weeks, the plastic lid that screws onto the jug cracked and it is now useless. This is probably best for pet owners with carpeting since my dog would pick it up and drop it constantly to get the treats out which would be very noisy."
283174,B000EPOC3W,A2LHCI4BPBCKW5,Nicholas Starr,1,1,5,1286496000,The Best Crackers Around,"They're small, but have winderful flavor.  We serve them with a little piece of black forest ham on top and a dab of real Swiss Emmental cheese.  A perfect accompaniment to our evening cocktail."
322708,B000FL08AG,A1GYEGLX3P2Y7P,Shala Kerrigan,1,1,5,1278028800,Delicious,"This is my favorite sugar for my morning cup of coffee. It's sweet and has a nice bit of molasses flavor without being too dark or too flavored. It doesn't overwhelm the flavor of my coffee, just adds to it.<br />It's also wonderful on top of sugar cookies hot out of the oven, sprinkled over farina, or just a few crystals sprinkled on homemade chocolate candies. It adds something special. One of my daughter's favorite treats is simply frozen phyllo dough thawed, brushed with a bit of butter and sprinkled with this and baked until golden. It looks very special, and if you fill pockets with Nutella and  a good jam and bake them with a bit of this sprinkled on top you have a very easy dessert that looks and tastes very special."
50104,B0000VM8VS,ABH3UTYAB7RAV,Stephanie Meismer,0,0,5,1349049600,thank you,it isn't as tasty as real vanilla but it makes my cake and cookies and desserts a nice white that doesn't make the colorings dull
